respondent_id,persona,Q1_age_group,Q2_gender,Q3_state,Q4_city_tier,Q5_occupation,Q6_monthly_income,Q7_family_structure,Q8_cultural_affinity,Q9_banarasi_familiarity,Q10_sustainability_importance,Q11_purchase_frequency,Q23_per_txn_spend,Q24_annual_spending,Q25_premium_willingness,Q28_purchase_likelihood,Q12_occasion_Weddings,Q12_occasion_Festivals,Q12_occasion_Gifting,Q12_occasion_Personal_use___Self-reward,Q12_occasion_Home_renovation___Interior_decoration,Q12_occasion_Corporate___Business_gifting,Q12_occasion_No_specific_occasion,Q13_channel_Online_marketplaces_Amazon_Flipkart_Myntra,Q13_channel_Specialty_artisan_platforms_Jaypore_iTokri_Okhai,Q13_channel_Brands_own_website___D2C_store,Q13_channel_Physical_retail_stores___Showrooms,Q13_channel_Exhibitions___Handicraft_fairs,Q13_channel_Directly_from_artisans___Weavers,Q13_channel_Social_media_Instagram_WhatsApp_sellers,Q13_channel_YouTube___Influencer_recommendations,Q13_channel_Word_of_mouth_from_family___friends,Q13_channel_Email_newsletters___WhatsApp_broadcast,Q14_factor_Authenticity___GI_certification,Q14_factor_Price___Value_for_money,Q14_factor_Design_and_aesthetics,Q14_factor_Brand_reputation___Trust,Q14_factor_Artisan_story___Handmade_appeal,Q14_factor_Ease_of_availability,Q14_factor_Recommendations_from_family___friends,Q14_factor_Social_media___Influencer_endorsement,Q14_factor_Sustainability___Eco-friendliness,Q14_factor_Uniqueness___Not_mass-produced,Q15_source_FabIndia,Q15_source_Taneira_Titan_Tata,Q15_source_Local_artisan_shops___Weaver_cooperatives,Q15_source_Amazon___Flipkart_ethnic_section,Q15_source_Jaypore___iTokri___Okhai___GoCoop,Q15_source_Myntra___Nykaa_Fashion,Q15_source_Exhibitions___Craft_melas,Q15_source_Directly_from_Varanasi___Other_craft_cities,Q15_source_I_dont_currently_buy_such_products,Q16_product_Banarasi_Silk_Sarees_and_Textiles,Q16_product_Handwoven_Carpets_and_Rugs,Q16_product_Brass_and_Copper_Artware,Q16_product_Premium_Banarasi_Paan,Q16_product_Gulabi_Meenakari_Craft,Q16_product_None_of_the_above,Q17_saree_type_Pure_Katan_Silk,Q17_saree_type_Organza_Banarasi,Q17_saree_type_Tissue_Silk,Q17_saree_type_Banarasi_Georgette,Q17_saree_type_Banarasi_Cotton_Silk,Q17_saree_type_Silk_Stoles___Dupattas,Q18_saree_color_Red___Maroon___Crimson,Q18_saree_color_Gold___Beige___Cream,Q18_saree_color_Royal_Blue___Navy,Q18_saree_color_Green___Emerald___Teal,Q18_saree_color_Pink___Magenta___Peach,Q18_saree_color_Black___Charcoal,Q18_saree_color_Purple___Lavender,Q18_saree_color_Yellow___Mustard,Q18_saree_color_Pastel_shades,Q18_saree_color_Multi-color___Contrast_combinations,Q19_carpet_type_Large_floor_carpets_6x9_ft+,Q19_carpet_type_Accent___Area_rugs_4x6_ft,Q19_carpet_type_Bedside_runners,Q19_carpet_type_Wall_hangings___Tapestries,Q19_carpet_type_Table_runners___Small_mats,Q19_carpet_type_Prayer_rugs,Q20_brass_Pooja_thali_sets_and_diyas,Q20_brass_Decorative_idols_and_figurines,Q20_brass_Planters_and_vases,Q20_brass_Serving_trays_and_bowls,Q20_brass_Wall_plates_and_hangings,Q20_brass_Candle_holders_and_lanterns,Q20_brass_Kitchen_utensils_traditional,Q21_paan_Classic_Meetha_Paan,Q21_paan_Saada_Paan,Q21_paan_Chocolate_Paan,Q21_paan_Dry_Fruit___Panchmeva_Paan,Q21_paan_Fire_Paan,Q21_paan_Ice_Paan,Q21_paan_Flavored_Paan_rose_kesar_gulkand,Q22_meenakari_Jewelry_pendants_earrings_bracelets,Q22_meenakari_Decorative_figurines,Q22_meenakari_Jewelry_boxes_and_trinket_boxes,Q22_meenakari_Serving_trays_and_plates,Q22_meenakari_Photo_frames,Q22_meenakari_Festive___Wedding_favors,Q26_barrier_Doubt_about_product_authenticity,Q26_barrier_Price_too_high,Q26_barrier_Cannot_assess_quality_online,Q26_barrier_No_easy_return_exchange_policy,Q26_barrier_Worried_about_shipping_damage,Q26_barrier_Products_feel_old-fashioned,Q26_barrier_Dont_know_trusted_sellers,Q26_barrier_Prefer_physical_stores_only,Q26_barrier_No_concerns_-_comfortable_buying_online,Q27_trust_Certificate_of_authenticity___GI_tag,Q27_trust_Video_of_artisan_making_product,Q27_trust_Detailed_product_photos_videos_360°,Q27_trust_Easy_30-day_return_policy,Q27_trust_Cash_on_delivery_COD,Q27_trust_Customer_reviews_with_real_photos,Q27_trust_Live_video_call_with_seller,Q27_trust_Trusted_brand___Celebrity_endorsement,Q27_trust_Nothing_-_only_buy_from_physical_stores
R1175,Unaware / Low Interest,35-44,Male,Karnataka,Metro,Salaried Professional,"Above ₹2,00,000","Married, with children (nuclear family)",Actively seek traditional products; core part of my identity,Somewhat familiar — know but haven't purchased,Not Important — focus on quality and price only,Never,"₹1,000 – ₹5,000",733,Probably not,Likely,0,1,0,0,0,0,1,1,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,1,0,1
R1176,Gift-Focused Corporate,35-44,Male,Haryana,Tier-1,Salaried Professional,"₹50,001 – ₹1,00,000","Married, living in a joint family",Prefer modern/western; sometimes buy traditional as gifts,Somewhat familiar — know but haven't purchased,Somewhat Important — nice to have,Quarterly,"Below ₹1,000",5147,Not sure,Highly Likely,0,1,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,1,1,1,1,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0
R1177,Budget Festival Shopper,35-44,Female,Kerala,Rural,Salaried Professional,"₹25,000 – ₹50,000","Married, living in a joint family",Appreciate traditional; buy occasionally for festivals/occasions,Slightly familiar — heard of sarees only,Very Important — primary reason for handcrafted,Rarely,"₹1,000 – ₹5,000",4000,Probably not,Likely,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,1,1,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,1,1,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,1,1,0,0,0,0,1,0,1,0,0,0,1,1,0,0,1,1,1,1,0,0,0
R1178,Budget Festival Shopper,18-24,Female,Uttar Pradesh,Tier-3 / Small Town,Student,"Above ₹2,00,000","Single, living with parents / family",Appreciate traditional; buy occasionally for festivals/occasions,Very familiar — purchased before,Not Important — focus on quality and price only,Twice a year,"₹1,000 – ₹5,000",2700,Definitely not,Likely,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,1,1,1,0,1,0
R1179,Budget Festival Shopper,35-44,Female,Gujarat,Tier-1,Business Owner / Self-Employed,"₹1,00,001 – ₹2,00,000","Married, with children (nuclear family)",Open to traditional if modern/contemporary design,Slightly familiar — heard of sarees only,Somewhat Important — nice to have,Rarely,"₹15,001 – ₹30,000",17800,Not sure,Neutral,0,1,0,0,0,0,0,1,0,0,0,1,1,1,0,1,0,1,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0
R1180,Premium Traditionalist,35-44,Female,Odisha,Tier-2,Salaried Professional,"Below ₹25,000","Married, with children (nuclear family)",Appreciate traditional; buy occasionally for festivals/occasions,Very familiar — purchased before,Important — influences alongside other factors,Quarterly,"₹5,001 – ₹15,000",65400,Probably yes,Highly Likely,1,1,1,1,0,0,0,0,0,1,1,1,1,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,1,0,1,1,0,1,1,0,0,0,1,0,1,0,1,1,0,1,1,1,0
R1181,Premium Traditionalist,55+,Male,Karnataka,Metro,Homemaker,"₹50,001 – ₹1,00,000","Single, living with parents / family",Prefer modern/western; sometimes buy traditional as gifts,Somewhat familiar — know but haven't purchased,Very Important — primary reason for handcrafted,Twice a year,"₹15,001 – ₹30,000",21500,Definitely not,Likely,1,1,0,1,0,0,0,0,1,0,0,1,1,0,0,1,0,1,0,0,0,1,1,0,0,0,0,1,0,1,1,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,1,1
R1182,Modern Occasional Buyer,25-34,Male,Haryana,Tier-1,Salaried Professional,"Above ₹2,00,000","Single, living alone",Open to traditional if modern/contemporary design,Somewhat familiar — know but haven't purchased,Not Important — focus on quality and price only,Twice a year,"₹15,001 – ₹30,000",19900,Probably yes,Neutral,1,1,1,0,1,1,0,1,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,1,1,0,0
R1183,Gift-Focused Corporate,35-44,Male,Uttar Pradesh,Tier-3 / Small Town,Salaried Professional,"₹50,001 – ₹1,00,000","Married, no children (nuclear)",Open to traditional if modern/contemporary design,Slightly familiar — heard of sarees only,Very Important — primary reason for handcrafted,Quarterly,"₹30,001 – ₹50,000",162200,Definitely not,Neutral,0,1,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,1,0,0,0
R1184,Budget Festival Shopper,55+,Male,Assam,Tier-3 / Small Town,Retired,"₹50,001 – ₹1,00,000","Married, with children (nuclear family)",Appreciate traditional; buy occasionally for festivals/occasions,Not familiar at all,Important — influences alongside other factors,Twice a year,"₹5,001 – ₹15,000",26900,Definitely not,Likely,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,1,0,0,0,1
R1185,Premium Traditionalist,18-24,Female,Telangana,Metro,Student,"₹25,000 – ₹50,000","Single, living with parents / family",Actively seek traditional products; core part of my identity,Slightly familiar — heard of sarees only,Important — influences alongside other factors,Monthly,"₹5,001 – ₹15,000",50800,"Yes, definitely",Highly Likely,0,0,1,0,1,0,0,0,1,0,0,1,1,0,1,1,1,1,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
R1186,Budget Festival Shopper,55+,Female,Assam,Rural,Retired,"Above ₹2,00,000","Married, living in a joint family",Appreciate traditional; buy occasionally for festivals/occasions,Slightly familiar — heard of sarees only,Important — influences alongside other factors,Rarely,"₹5,001 – ₹15,000",20300,Probably not,Likely,1,1,1,1,0,0,1,1,0,1,1,1,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,1,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,1,0,0,1,0,0,1,1,1,0,0,1,0,0
R1187,Modern Occasional Buyer,35-44,Male,West Bengal,Tier-1,Homemaker,"Below ₹25,000","Married, with children (nuclear family)",Open to traditional if modern/contemporary design,Slightly familiar — heard of sarees only,Somewhat Important — nice to have,Rarely,"₹5,001 – ₹15,000",7000,Probably yes,Likely,0,1,1,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,1,1,0,0,0,1,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,0,1,0,1,1,1,1,0,0,1,0
R1188,Sustainability Millennial,18-24,Male,Delhi,Metro,Salaried Professional,"₹1,00,001 – ₹2,00,000","Married, living in a joint family",Little to no interest in traditional/handcrafted products,Somewhat familiar — know but haven't purchased,Very Important — primary reason for handcrafted,Monthly,"₹5,001 – ₹15,000",33900,Probably not,Neutral,1,0,0,0,0,0,0,0,1,0,0,1,0,1,1,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,1,1,0,1,0,0,1,0,0,1,1,0,1,1,0,0,1,0,0,1,0,1,1,0,1,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,0,0,0,0,1,0,1,0,1,1,1,0,0,0,0
R1189,Modern Occasional Buyer,25-34,Female,Assam,Tier-2,Other,"₹25,000 – ₹50,000","Married, living in a joint family",Actively seek traditional products; core part of my identity,Very familiar — purchased before,Important — influences alongside other factors,Quarterly,"Below ₹1,000",3800,Not sure,Highly Likely,0,1,0,1,0,0,1,0,0,0,0,0,1,1,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,1,0,1,1,1,0,0,0,1,0,1,1,1,0,0,0,0,0
R1190,Budget Festival Shopper,35-44,Female,Delhi,Tier-1,Homemaker,"₹50,001 – ₹1,00,000",Single parent,Appreciate traditional; buy occasionally for festivals/occasions,Slightly familiar — heard of sarees only,Not Important — focus on quality and price only,Twice a year,"₹1,000 – ₹5,000",17979,Probably yes,Likely,0,1,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,1
R1191,Unaware / Low Interest,18-24,Male,Delhi,Tier-1,Student,"₹25,000 – ₹50,000","Married, no children (nuclear)",Open to traditional if modern/contemporary design,Not familiar at all,Somewhat Important — nice to have,Never,"₹15,001 – ₹30,000",498,Definitely not,Unlikely,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0
R1192,Premium Traditionalist,35-44,Female,Madhya Pradesh,Tier-2,Salaried Professional,"₹25,000 – ₹50,000","Married, with children (nuclear family)",Appreciate traditional; buy occasionally for festivals/occasions,Not familiar at all,Important — influences alongside other factors,Monthly,"₹5,001 – ₹15,000",70300,Probably yes,Highly Likely,0,1,1,1,1,0,0,1,0,0,0,1,1,0,0,1,1,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,1,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0
R1193,Modern Occasional Buyer,25-34,Female,Telangana,Tier-1,Other,"₹25,000 – ₹50,000","Single, living alone",Appreciate traditional; buy occasionally for festivals/occasions,Somewhat familiar — know but haven't purchased,Somewhat Important — nice to have,Twice a year,"₹5,001 – ₹15,000",17100,Definitely not,Likely,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,1,1,0,1,0
R1194,Premium Traditionalist,35-44,Male,Jharkhand,Tier-1,Homemaker,"₹50,001 – ₹1,00,000","Married, with children (nuclear family)",Actively seek traditional products; core part of my identity,Very familiar — purchased before,Important — influences alongside other factors,Quarterly,"₹5,001 – ₹15,000",65700,"Yes, definitely",Highly Likely,0,1,1,1,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,1,1,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0
R1195,Budget Festival Shopper,18-24,Male,Maharashtra,Tier-2,Student,"Below ₹25,000","Single, living with parents / family",Actively seek traditional products; core part of my identity,Slightly familiar — heard of sarees only,Not Important — focus on quality and price only,Twice a year,"Below ₹1,000",1500,Definitely not,Likely,1,1,1,1,0,0,0,1,1,0,1,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0
R1196,Budget Festival Shopper,45-54,Female,Bihar,Tier-2,Salaried Professional,"₹25,000 – ₹50,000","Married, living in a joint family",Appreciate traditional; buy occasionally for festivals/occasions,Not familiar at all,Important — influences alongside other factors,Twice a year,"₹1,000 – ₹5,000",34940,Probably not,Neutral,1,1,1,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,1,1,0,0,1,0,1,0,0,0,0,1,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0
R1197,Gift-Focused Corporate,55+,Female,Telangana,Metro,Retired,"₹1,00,001 – ₹2,00,000",Single parent,Appreciate traditional; buy occasionally for festivals/occasions,Very familiar — purchased before,Not Important — focus on quality and price only,Twice a year,"₹15,001 – ₹30,000",52500,"Yes, definitely",Highly Likely,0,1,1,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0,0
R1198,Unaware / Low Interest,55+,Female,Uttar Pradesh,Tier-3 / Small Town,Other,"₹25,000 – ₹50,000","Married, living in a joint family",Prefer modern/western; sometimes buy traditional as gifts,Slightly familiar — heard of sarees only,Not Important — focus on quality and price only,Never,"₹5,001 – ₹15,000",555,Probably not,Highly Unlikely,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,1,0,0,0
R1199,Modern Occasional Buyer,35-44,Male,Karnataka,Tier-3 / Small Town,Government Employee,"₹25,000 – ₹50,000","Married, with children (nuclear family)",Appreciate traditional; buy occasionally for festivals/occasions,Somewhat familiar — know but haven't purchased,Somewhat Important — nice to have,Twice a year,"₹5,001 – ₹15,000",28600,Probably not,Likely,0,1,0,1,1,0,0,0,0,1,1,0,0,0,1,0,1,0,0,1,1,0,0,0,0,0,1,1,0,1,1,0,0,1,0,0,1,1,0,1,1,0,0,1,1,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,1,1,0,0,0,1,0
R1200,Sustainability Millennial,18-24,Male,Delhi,Tier-3 / Small Town,Student,"₹1,00,001 – ₹2,00,000","Single, living with parents / family",Open to traditional if modern/contemporary design,Very familiar — purchased before,Very Important — primary reason for handcrafted,Monthly,"₹5,001 – ₹15,000",29700,Probably not,Likely,0,0,0,1,1,1,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,1,1,0,0,0
R1201,Sustainability Millennial,35-44,Female,Delhi,Metro,Other,"₹50,001 – ₹1,00,000","Single, living alone",Appreciate traditional; buy occasionally for festivals/occasions,Very familiar — purchased before,Very Important — primary reason for handcrafted,Twice a year,"₹5,001 – ₹15,000",13500,Probably yes,Highly Likely,1,1,1,0,1,0,0,0,1,1,0,1,1,1,0,1,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,1,0,1,0,1,0,1,1,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0
R1202,Sustainability Millennial,18-24,Female,Chandigarh,Tier-1,Student,"Below ₹25,000","Single, living with parents / family",Open to traditional if modern/contemporary design,Somewhat familiar — know but haven't purchased,Important — influences alongside other factors,Twice a year,"₹5,001 – ₹15,000",15000,Definitely not,Likely,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,0,0,1,0,0,0,0,0,1,1,0,1,0,0,1,1,0
R1203,Budget Festival Shopper,18-24,Male,West Bengal,Tier-1,Student,"₹25,000 – ₹50,000","Single, living with parents / family",Appreciate traditional; buy occasionally for festivals/occasions,Not familiar at all,Not Important — focus on quality and price only,Rarely,"₹5,001 – ₹15,000",6900,Probably yes,Likely,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,1,0,1,0,1,0,0,0,1,0,1,1,0
R1204,Premium Traditionalist,25-34,Female,Madhya Pradesh,Tier-1,Business Owner / Self-Employed,"₹1,00,001 – ₹2,00,000","Married, living in a joint family",Actively seek traditional products; core part of my identity,Very familiar — purchased before,Important — influences alongside other factors,Quarterly,"₹15,001 – ₹30,000",209200,Probably yes,Highly Likely,0,0,1,1,1,1,0,1,1,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,1,0,0,1,0,1,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
R1205,Budget Festival Shopper,25-34,Female,Jammu & Kashmir,Rural,Other,"₹1,00,001 – ₹2,00,000","Married, with children (nuclear family)",Actively seek traditional products; core part of my identity,Somewhat familiar — know but haven't purchased,Important — influences alongside other factors,Rarely,"₹1,000 – ₹5,000",3700,Probably not,Likely,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,1,0,1,1,0,1,0,0,0,0,0,0,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,1,1,1,0,0,0
R1206,Modern Occasional Buyer,35-44,Female,Karnataka,Metro,Salaried Professional,"Above ₹2,00,000","Married, living in a joint family",Open to traditional if modern/contemporary design,Slightly familiar — heard of sarees only,Very Important — primary reason for handcrafted,Rarely,"₹5,001 – ₹15,000",11100,Not sure,Likely,0,1,1,0,0,0,0,0,1,0,0,1,0,1,0,1,1,0,0,0,0,0,1,1,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0
R1207,Gift-Focused Corporate,35-44,Female,Bihar,Tier-1,Business Owner / Self-Employed,"₹1,00,001 – ₹2,00,000","Married, living in a joint family",Open to traditional if modern/contemporary design,Not familiar at all,Somewhat Important — nice to have,Quarterly,"₹30,001 – ₹50,000",222800,Probably yes,Likely,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,1,1,1,0,1,0,1,0,0,0
